customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,account_charges_monthly,account_charges_total,cuentas_diarias,account_charges_monthly_normalized,cuentas_diarias_normalized
2587-EKXTS,0.0,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,3.72,0.927860696517413,0.9283582089552239
2587-YNLES,0.0,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,100.35,0.67,0.01840796019900499,0.017910447761194045
2589-AYCRP,0.0,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,989.05,0.66,0.014925373134328358,0.014925373134328372
2592-HODOV,0.0,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,259.65,0.64,0.010447761194029858,0.008955223880597022
2592-SEIFQ,1.0,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,0.82,0.06467661691542288,0.06268656716417909
2592-YKDIF,0.0,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,0.68,0.020895522388059716,0.02089552238805972
2595-KIWPV,0.0,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,509.3,0.66,0.014427860696517405,0.014925373134328372
2599-CIPQE,0.0,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,3.64,0.9059701492537313,0.9044776119402985
2599-CZABP,0.0,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,1.49,0.26218905472636816,0.2626865671641791
2599-GTQWQ,,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,3.19,0.7701492537313434,0.7701492537313432
2603-HVKCG,0.0,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,3.38,0.8273631840796021,0.826865671641791
2604-IJPDU,0.0,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,3.22,0.7791044776119402,0.7791044776119403
2604-XVDAM,0.0,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,1.46,0.25422885572139303,0.2537313432835821
2606-PKWJB,0.0,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.05,1.34,0.21890547263681592,0.21791044776119406
2606-RMDHZ,1.0,Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,1.02,0.12189054726368159,0.12238805970149254
2607-DHDAK,0.0,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1414.65,0.66,0.01542288557213931,0.014925373134328372
2607-FBDFF,0.0,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49,1.63,0.30597014925373134,0.3044776119402985
2608-BHKFN,1.0,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,2.34,0.5154228855721392,0.5164179104477612
2609-IAICY,1.0,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,2.57,0.5860696517412936,0.5850746268656716
2612-PHGOX,0.0,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,4818.8,2.54,0.5756218905472636,0.5761194029850747
2612-RANWT,1.0,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,3.34,0.8149253731343284,0.8149253731343283
2612-RRIDN,1.0,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,2.7,0.6243781094527363,0.6238805970149255
2615-YVMYX,0.0,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,3.58,0.8880597014925373,0.8865671641791045
2616-FLVQC,0.0,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,0.65,0.012935323383084583,0.011940298507462697
2616-UUTFK,0.0,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,2.42,0.5422885572139303,0.5402985074626866
2619-WFQWU,1.0,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,2.34,0.5164179104477612,0.5164179104477612
2621-UDNLU,0.0,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,72,0.7,0.025870646766169167,0.026865671641791034
2623-DRYAM,0.0,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.75,7069.3,3.39,0.8308457711442786,0.8298507462686567
2625-TRCZQ,0.0,Female,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,2553.35,1.66,0.3124378109452736,0.3134328358208955
2626-URJFX,1.0,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,1.7,0.32487562189054725,0.3253731343283582
2626-VEEWG,0.0,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2,0.65,0.011442786069651727,0.011940298507462697
2632-IVXVF,0.0,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.75,7511.3,3.72,0.9303482587064676,0.9283582089552239
2632-TACXW,0.0,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,0.79,0.053731343283582075,0.0537313432835821
2632-UCGVD,1.0,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,3.34,0.8139303482587065,0.8149253731343283
2634-HCZGT,1.0,Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,3229.65,2.0,0.41592039800995023,0.41492537313432837
2636-ALXXZ,1.0,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,2.32,0.5109452736318407,0.5104477611940298
2636-OHFMN,1.0,Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.55,201,1.62,0.3014925373134328,0.3014925373134329
2636-SJDOU,0.0,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,2.81,0.6572139303482587,0.6567164179104478
2637-FKFSY,0.0,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,130.15,1.54,0.2771144278606965,0.27761194029850744
2639-UGMAZ,0.0,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,1.88,0.3800995024875622,0.37910447761194027
2640-LYMOV,0.0,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,0.65,0.013930348258706454,0.011940298507462697
2640-PMGFL,1.0,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,2180.55,2.65,0.6094527363184079,0.608955223880597
2642-DTVCO,1.0,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,746.5,2.84,0.6646766169154229,0.6656716417910448
2642-MAWLJ,0.0,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,0.68,0.01990049751243781,0.02089552238805972
2642-NQSNM,,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,1.81,0.3582089552238806,0.35820895522388063
2645-QTLMB,1.0,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669,3.14,0.7562189054726368,0.755223880597015
2649-HWLYB,0.0,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,2.54,0.5761194029850747,0.5761194029850747
2650-GYRYL,0.0,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.45,600.25,0.65,0.01194029850746268,0.011940298507462697
2651-ZCBXV,0.0,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,3.6,0.8930348258706468,0.8925373134328358
2654-VBVPB,0.0,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,0.66,0.01641791044776118,0.014925373134328372
2656-FMOKZ,1.0,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,2.48,0.5592039800995026,0.5582089552238806
2656-TABEH,1.0,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,3.34,0.8154228855721394,0.8149253731343283
2657-ALMWY,1.0,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,2169.75,2.83,0.663681592039801,0.6626865671641792
2657-VPXTA,0.0,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,929.45,2.96,0.7024875621890546,0.7014925373134329
2659-VXMWZ,1.0,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,3.71,0.9258706467661691,0.9253731343283582
2660-EMUBI,1.0,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,3.18,0.7671641791044775,0.7671641791044777
2661-GKBTK,0.0,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,2.56,0.5840796019900498,0.582089552238806
2662-NNTDK,0.0,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,0.83,0.06517412935323384,0.06567164179104476
2664-XJZNO,0.0,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,3.5,0.8621890547263682,0.8626865671641791
2665-NPTGL,0.0,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,3.27,0.7945273631840796,0.7940298507462686
2667-WYLWJ,1.0,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,145,0.66,0.014925373134328358,0.014925373134328372
2668-TZSPS,0.0,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,0.68,0.021890547263681583,0.02089552238805972
2669-OIDSD,0.0,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834,3.34,0.8139303482587065,0.8149253731343283
2669-QVCRG,0.0,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,2.71,0.627363184079602,0.6268656716417911
2672-DZUOY,1.0,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,0.84,0.06865671641791044,0.06865671641791044
2672-HUYVI,1.0,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,3.04,0.7248756218905472,0.7253731343283583
2672-OJQZP,0.0,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,1.49,0.263681592039801,0.2626865671641791
2672-SXZJB,,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1119.9,0.66,0.01542288557213931,0.014925373134328372
2672-TGEFF,0.0,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,2.96,0.7019900497512438,0.7014925373134329
2673-CXQEU,0.0,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,3.68,0.917910447761194,0.9164179104477612
2673-ZALNP,0.0,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,173.15,0.66,0.01641791044776118,0.014925373134328372
2674-MIAHT,0.0,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.3,324.2,2.68,0.617412935323383,0.6179104477611941
2674-MLXMN,0.0,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,3.32,0.809950248756219,0.8089552238805969
2675-DHUTR,0.0,Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,3.3,0.8024875621890548,0.8029850746268656
2675-IJRGJ,0.0,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,978,0.65,0.013930348258706454,0.011940298507462697
2675-OTVVJ,0.0,Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,2.98,0.7084577114427861,0.7074626865671642
2676-ISHSF,0.0,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,0.68,0.020398009950248763,0.02089552238805972
2676-OXPPQ,0.0,Male,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,1.86,0.37263681592039805,0.3731343283582089
2676-SSLTO,0.0,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199,2.2,0.47661691542288565,0.47462686567164186
2680-XKKNJ,0.0,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),58.2,469.25,1.94,0.3975124378109453,0.3970149253731343
2682-KEVRP,0.0,Female,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417,0.67,0.017910447761194038,0.017910447761194045
2683-BPJSO,1.0,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,2.82,0.6587064676616916,0.6597014925373134
2683-JXWQQ,0.0,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,1.12,0.1527363184079602,0.1522388059701493
2684-EIWEO,1.0,Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,3.06,0.7308457711442786,0.7313432835820896
2685-SREOM,1.0,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,2368.4,2.97,0.7049751243781094,0.7044776119402986
2688-BHGOG,0.0,Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,2.65,0.6099502487562188,0.608955223880597
2690-DVRVK,0.0,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,0.68,0.02288557213930349,0.02089552238805972
2691-NZETQ,1.0,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,758.6,2.84,0.6676616915422885,0.6656716417910448
2692-AQCPF,0.0,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,3.6,0.8935323383084577,0.8925373134328358
2692-BUCFV,0.0,Male,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,3.38,0.827860696517413,0.826865671641791
2692-PFYTJ,0.0,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,0.86,0.07462686567164178,0.07462686567164178
2694-CIUMO,0.0,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,2.65,0.6099502487562188,0.608955223880597
2696-ECXKC,0.0,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,3.36,0.8223880597014926,0.8208955223880596
2696-NARTR,1.0,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85,926.25,2.46,0.553233830845771,0.5522388059701493
2696-RZVZW,0.0,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,0.84,0.06766169154228857,0.06865671641791044
2697-NQBPF,0.0,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,3.51,0.8666666666666666,0.8656716417910447
2700-LUEVA,0.0,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,0.69,0.024875621890547265,0.02388059701492536
2703-AMTUL,0.0,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,1.79,0.3522388059701492,0.3522388059701493
2706-QZIHY,0.0,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,0.84,0.06915422885572138,0.06865671641791044
2709-UQGNP,0.0,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,524.5,1.72,0.33233830845771145,0.33134328358208953
2710-WYVXG,0.0,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.1,213.35,2.37,0.5258706467661691,0.5253731343283583
2712-SYWAY,0.0,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,25.7,0.86,0.07412935323383084,0.07462686567164178
2716-GFZOR,0.0,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,2.87,0.6751243781094527,0.6746268656716419
2717-HVIZY,0.0,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,163.6,0.67,0.017910447761194038,0.017910447761194045
2718-GAXQD,1.0,Female,1,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,1.53,0.27611940298507465,0.2746268656716418
2718-YSKCS,0.0,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,0.65,0.013432835820895536,0.011940298507462697
2719-BDAQO,1.0,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,3.13,0.7522388059701492,0.7522388059701492
2720-FVBQP,0.0,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,1.63,0.3054726368159204,0.3044776119402985
2720-WGKHP,1.0,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,3.13,0.753731343283582,0.7522388059701492
2722-JMONI,1.0,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,1.65,0.3114427860696517,0.31044776119402984
2722-VOJQL,1.0,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,3.52,0.8696517412935324,0.8686567164179104
2724-FJDYW,0.0,Male,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,1.83,0.364179104477612,0.364179104477612
